1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,HS6,HS6 ID
0.607837929,0.706563882,0.759944108,0.816409266,0.962566712,0.419835049,0.546037099,0.643300693,0.664781606,0.521306644,0.502345117,0.52623166,0.563531721,0.308633341,0.256572649,0.364850845,0.306424564,0.341469087,0.385166681,0.350361279,-0.220912125,-0.287770433,-0.306351335,-0.298214563,-0.252105161,-0.150292435,-0.144302605,Non-cellular polyethylene terephthal sheets,392062
0.420621169,0.724673246,1.023661189,0.643660175,0.715811248,0.741498852,0.82775999,0.691599873,0.4819221,0.686777789,0.695034822,0.91865823,0.961440344,1.116578974,0.789272118,0.600150428,0.931108632,0.922662415,0.773048432,0.730984266,0.351719119,0.24424045,0.35476227,0.543491318,0.485604267,0.526842945,0.376901388,Other non-cellular polyesters sheets ,392069
,,,,,,,,,,,1.361261466,1.247505433,1.365648297,3.088970397,3.113916997,3.2083155,3.120234298,3.101315603,3.061607572,3.033123418,2.625923282,2.584128141,2.684275255,2.66421191,2.658130214,2.628727539,Non-cellular cellulose acetate sheets,392073
0.513630035,0.539371343,0.595458439,0.609604277,0.684836502,0.907813429,0.785248389,0.797027012,0.866111367,0.767339922,0.855478558,0.90762909,0.860640182,0.916529225,0.931927527,1.284059141,1.252513611,1.254218244,1.206521389,1.40256199,1.416974228,1.281562963,1.272134982,1.231552788,1.025689958,1.025968064,1.252771675,Non-cellular polyvinyl butyral sheets,392091
,,,,0.688931487,0.776122347,0.785621471,0.682854278,0.894831016,1.23725508,1.075372821,1.09132203,0.83696923,0.622737002,0.746844083,0.810476656,0.840914172,0.845107483,0.762809957,0.720510644,0.919046403,0.928981199,0.856274266,0.907848755,0.673110598,0.658852057,0.71122514,Non-cellular polyamides sheets,392092
0.493577711,0.8459592,0.386848137,0.386016701,0.616113199,0.543643899,0.441270493,0.724417004,0.91019877,1.4371586,0.994507519,0.433426278,0.459931298,0.248368326,0.581814999,1.100431079,1.331531268,1.209987287,1.081585665,0.821514837,1.097074301,0.903513312,1.124488665,0.979906667,1.050545155,1.275347161,1.388435488,Other non-cellular plastics sheets,392099
,,,,,,,,,-0.19848073,-0.151005983,0.012541232,-0.031687197,0.07873335,0.371515406,0.337516763,0.457012972,0.470460494,0.428404719,0.428813294,0.387301497,0.224120122,0.061565871,0.151292329,0.148230799,0.148200302,0.156539358,Cellular styrene polymers sheets,392111
-0.408200051,-0.186766999,-0.301663353,-0.140612039,-0.040837891,0.066991011,-0.033703327,-0.043650819,-0.211837536,0.070600609,0.01641152,0.193357871,0.158734966,0.098942097,0.183919356,0.038824895,-0.204044216,-0.240357343,-0.0781293,0.009754472,0.244592742,0.32562153,0.697580535,0.689488086,0.778484358,0.754772689,0.605479223,Cellular vinyl chloride polymers sheets,392112
0.134183765,0.294799459,0.119356748,0.093359619,0.247124378,0.353071458,0.318423409,0.162119819,0.169705836,0.52267936,0.689837959,0.550500316,0.506720874,0.477072603,0.555731617,0.562937462,0.657333401,0.633877613,0.663398733,0.750204781,0.77006675,0.797557989,0.819086232,0.672454477,0.692680024,0.561190621,0.421897562,Cellular polyurethane sheets,392113
0.745447371,0.766861064,0.647973074,0.644990643,0.807953267,0.810431056,0.767758654,0.270299746,0.637847433,0.348037463,0.695121468,0.509001019,0.727132841,0.828927469,0.774720687,0.539571665,0.397090348,0.227926113,0.428309592,0.689564449,0.719628843,0.786762794,0.929979451,0.979561265,1.134489841,1.011081309,1.036944958,Other cellular plastic sheets,392119
0.980202712,1.007510024,0.781380015,0.886478949,0.735113015,0.468908881,0.344140848,0.233095515,0.257169412,0.334856658,0.250921033,0.314212254,0.199936131,0.258272603,0.253104989,0.408735996,0.365051113,0.172432961,0.312377842,0.386397522,0.460188885,0.360570516,0.290839319,0.181333269,0.302529438,0.3682911,0.444301908,Other plastic sheets,392190
0.218437062,0.006988485,-0.198115438,-0.256856628,0.000799134,-0.001032614,0.029399678,0.03264782,-0.217129741,-0.137454281,-0.123759515,-0.112775673,0.025833673,-0.028269339,-0.076272504,-0.074939981,-0.252692445,-0.351246256,-0.393084908,-0.089530279,-0.142952867,-0.233395383,-0.262545123,-0.106878762,-0.098287058,-0.171582225,0.151649358,"Baths, shower-baths and wash basins, of plastics",392210
,,,,,,,,,,,,,-0.276269763,-6.12712E-05,0.394004868,0.205589971,0.041176649,0.060161827,0.210700268,0.307828471,0.149603843,0.165906516,0.18943593,0.108529307,0.090726983,0.096338364,Lavatory seats of plastics,392220
0.467190652,0.347279681,0.461690031,0.298839745,0.579702338,0.771802037,0.771799629,0.586264645,0.277581392,0.494339446,0.290531725,0.292006717,0.376913603,0.303357125,0.124912243,0.186983071,0.363405777,0.400194664,0.437689928,0.242444694,0.352186449,0.36495829,0.348125772,0.581921316,0.603598101,0.560063931,0.398803354,Other bathroom wares of plastics,392290
-0.12414368,-0.07567182,-0.09017461,-0.010014006,-0.014486653,0.030668134,0.004342935,0.009661043,0.12239858,0.319563518,0.246540088,0.129761285,0.083988688,0.00715305,-0.163811189,-0.201604155,-0.120110407,-0.162161383,-0.087361732,-0.002185959,0.010041735,0.166268825,0.069119645,0.115487139,0.129254251,0.030427767,0.214817333,Plastic boxes,392310
-0.781111139,-0.793561934,-0.768562919,-0.952899749,-0.856410871,-0.786945297,-0.87693466,-1.042809251,-1.110224923,-0.904532359,-1.276986699,-1.21809341,-1.276823567,-1.237723228,-1.348735592,-1.286338894,-1.239246556,-1.310347113,-1.192191202,-1.072743084,-0.929560365,-0.88254466,-0.813127258,-0.871225739,-0.855920065,-0.910096576,-0.855313174,"Bags, cones of polymers of ethylene",392321
-0.95823142,-1.024333515,-0.895543469,-0.842625673,-0.880606794,-0.629886188,-0.851275696,-0.755193226,-0.674499023,-0.661616389,-0.920626963,-0.897251393,-0.877169588,-1.040938012,-1.185020727,-1.191356887,-1.121013384,-1.135500311,-1.000041939,-0.932415055,-0.803082518,-0.937837941,-0.627312263,-0.892643686,-0.673322492,-0.560929067,-0.642635196,"Bags, cones except of ethylene polymers",392329
0.331275743,0.243216482,0.059020876,-0.079693139,-0.111044461,-0.133771375,-0.122511096,-0.107054416,-0.18056329,-0.227721584,-0.267597073,-0.343462871,-0.451187846,-0.479766317,-0.433234774,-0.543861063,-0.637868907,-0.636939917,-0.648064032,-0.620095749,-0.610531615,-0.6108882,-0.604034203,-0.604268419,-0.761991671,-0.73135746,-0.761746406,Plastic bottles and flasks,392330
0.06542767,0.045440567,0.044284091,-0.105755158,-0.035323688,-0.018900998,0.018261127,0.127227929,0.175754268,0.313562225,0.414047348,0.588217056,0.387005326,0.18317034,0.21537018,-0.026643679,0.004133856,-0.068634883,0.152492632,0.181541897,0.036725941,-0.047767968,0.02624045,0.004479932,0.022351291,0.106245542,-0.021439325,"Plastic spools, cops, bobbins and similar supports",392340
0.796499956,0.552022212,0.835746773,1.143811818,0.831716964,0.416344931,0.310970449,0.027701765,0.251569706,0.069390645,0.267069647,0.319683837,0.100671374,-0.017544124,0.212997961,0.004210284,-0.041719684,-0.144142436,-0.169157756,-0.240645511,-0.308238389,-0.339409876,-0.308541375,-0.242449143,-0.2198196,-0.172074631,-0.131141309,"Plastic stoppers, lids, caps and other closures",392350
0.495774743,0.345926936,0.430770011,0.290630446,0.204353188,0.175648083,0.137558138,0.289437927,0.024706852,-0.510847997,-0.514896531,-0.617197964,-0.674938331,-0.584502165,-0.458234832,-0.595766905,-0.655837778,-0.549046017,-0.372078714,-0.272822048,-0.153638945,-0.068209134,0.003979356,-0.023075996,0.038631103,0.074526114,0.044922182,Other plastic articles for goods conveyance or packing,392390
-0.953992191,-0.884439183,-0.621677932,-0.841641689,-0.93392584,-0.964914621,-1.098299074,-1.123926447,-0.968155617,-0.874057416,-0.998757662,-0.989028689,-0.935970868,-0.713924182,-0.789398602,-0.789553416,-0.756613968,-0.870606393,-0.988501553,-0.86346895,-1.002228072,-0.812020582,-0.778034285,-0.698153168,-0.575815097,-0.602519049,-0.516534758,Plastic table and kitchen ware,392410
-0.887692097,-0.948237609,-1.038974164,-1.080397451,-1.180480791,-1.23252902,-1.189062786,-1.175662038,-1.058367195,-1.19409366,-1.277163839,-1.236254688,-1.139775307,-1.087060285,-1.157798755,-1.142492089,-1.180767463,-1.505542904,-1.422595642,-1.252176555,-1.299949396,-1.284001452,-1.277898016,-1.130421557,-1.310159337,-1.308571048,-1.13584065,Plastic household and hygiene articles ,392490
,,,,,,,,,,,-0.415886718,-0.466782998,-0.095923036,-0.208651588,0.003550624,-0.176842908,-0.105958175,-0.032992743,0.075191183,-0.132448103,-0.174971934,-0.178755656,-0.164153849,-0.129354543,-0.119549091,-0.219206623,"Plastic reservoirs, tanks, vats, with capacity < 300l",392510
0.254017152,0.493293137,0.431183518,0.44348485,0.495915719,0.525385196,0.570374241,0.295839893,0.238367198,0.443567336,0.410587353,0.374292745,0.255664588,0.125313718,0.113998677,0.048009645,0.101357328,0.112090531,0.026839611,0.193872439,0.234424174,0.374826018,0.289966763,0.334775302,0.300639463,0.253849437,0.230503546,"Plastic doors, windows and window frames",392520
-0.567342672,-0.709373401,-0.710324817,-0.381090515,-0.279745665,-0.198820609,-0.066732669,0.078792531,-0.057495135,-0.445070425,-0.270559849,-0.046668797,0.083881442,0.17534121,0.168624355,0.215864374,0.267331,0.00579124,0.22225389,-0.1424241,0.049918617,-0.326446955,-0.18346867,0.255419192,0.37180432,0.016086238,0.059646842,Plastic shutters,392530
0.721694007,0.689607293,0.834099595,0.747621496,0.964640521,0.899195531,0.80975122,0.831749062,0.759187191,0.652535166,0.585203396,0.427408269,0.504773191,0.541180184,0.583875832,0.677266021,0.523648706,0.460590624,0.2932314,0.03689,0.015898914,0.138357795,0.14711945,0.208118113,0.15000008,0.156753101,0.120062969,Other plastic builders' ware,392590
0.133162358,-0.03354123,0.078251145,0.182030318,0.307680272,0.332174297,-0.150252725,-0.023674785,-0.147801368,0.06949078,0.195808447,0.358418414,0.298373958,0.230730896,0.264285727,0.139180193,-0.023845129,-0.02723756,0.043911259,-0.118335793,-0.140115504,0.094214091,0.251428264,0.071621045,-0.02743488,-0.145183875,0.273853452,Plastic office and school articles and supplies,392610
-2.26564359,-2.056692923,-2.104750393,-2.28213984,-1.890159057,-1.885578121,-1.704467239,-1.46131938,-1.755104022,-1.806139729,-1.764413921,-1.561465476,-1.098661563,-1.289109623,-1.252439147,-0.985435815,-1.205460284,-1.160918246,-1.689699934,-2.192581893,-2.134329308,-2.11545293,-1.764746153,-1.915433324,-1.499743482,-1.849584153,-1.707666702,Plastic apparel and clothing accessories,392620
0.32590345,0.520468,0.717173309,0.530857164,0.604155999,0.5301117,0.546562883,0.60548231,0.621927588,0.656519098,0.804576737,0.830571548,0.743750292,1.009627849,0.810317565,0.736409924,0.68361963,0.405056525,0.425393459,0.405266346,0.460502116,0.735321953,0.884563519,0.911874208,0.988094271,0.910402402,0.722895891,"Plastic fittings for furniture, coachwork",392630
-1.638353739,-1.238674539,-1.738310849,-1.817792654,-1.991144088,-1.840885953,-1.4764058,-1.338229866,-1.268558209,-1.655179571,-1.62714369,-1.470425021,-1.158759783,-1.204557879,-1.181581623,-1.127033899,-0.417617438,-1.232079501,-0.7970152,-0.464960607,-0.484608103,-1.088316417,-0.934840528,-0.84157128,-0.79300269,-0.737786352,-0.491005412,Plastic statuettes and other ornamental articles,392640
0.197623294,0.539907686,0.590661716,0.780491203,0.854925753,0.493755897,0.365948944,0.512728443,0.58908446,0.685822285,0.672724233,0.724857048,0.564629596,0.63289174,0.667962107,0.50688817,0.507083483,0.296387631,0.44641427,0.569434079,0.555369034,0.554451644,0.679733192,0.707363649,0.72090308,0.695438421,0.548289533,Other plastic articles,392690
-2.800245329,-3.135897751,-2.962568844,-2.799252625,-2.815169947,-2.351459023,-2.622381742,-2.775756041,-2.479605605,-2.535248127,-2.441799121,-2.634545198,-1.922652535,-2.085435541,-2.164619173,-2.886612646,-2.43101608,-2.434317188,-2.30948071,-1.97737017,-2.07135272,-1.959830881,-2.461059143,-2.536578374,-2.595203882,-2.60960801,-2.22554894,Natural rubber latex,400110
-3.002085792,-2.880601426,-2.579727132,-2.613471103,-2.622951297,-2.506793481,-2.8881516,-2.679212147,-2.581606217,-2.408550044,-2.239664943,-2.636764086,-3.091216736,-2.996784773,-3.119292698,-3.159404553,-3.06921106,-3.021738814,-2.682477434,-2.614933094,-2.672622289,-2.680095572,-3.088910206,-3.085983192,-3.055143163,-2.897653961,-2.957162541,Natural rubber in smoked sheets,400121
-3.26766578,-3.530868787,-3.263368692,-3.250214717,-3.248217716,-3.125478542,-3.216936594,-3.093551651,-2.829457714,-2.857080582,-2.942551911,-3.29558272,-3.511263297,-3.340892487,-3.446026596,-3.366230181,-3.343154851,-3.399075384,-3.234289136,-3.269223312,-2.903421972,-2.726032183,-2.882339697,-2.947819485,-2.911864206,-2.913402098,-2.588578749,Technically specified natural rubber (TSNR),400122
-3.434583967,-3.482243732,-3.223049444,-3.280589429,-3.196187983,-3.069870054,-3.050325452,-2.996741911,-2.887355724,-2.778826264,-3.031127091,-3.1988353,-3.572208219,-3.515643801,-3.629148986,-3.31771965,-2.981855872,-3.068638634,-3.209415224,-3.341360008,-3.013253242,-2.874377051,-2.834819997,-2.930524052,-2.853144775,-2.778435377,-2.560623953,Natural rubber in other forms,400129
0.473935466,0.481718516,0.1358896,0.309417282,0.280687362,0.552390996,0.095955996,0.224997871,0.798783647,1.093388327,1.104276759,1.020103796,0.644833404,0.609465567,0.690491952,1.169567347,1.083756631,1.250770471,1.24386581,0.28518264,0.365936319,0.426673851,1.033364588,1.11758992,1.008521258,1.01130816,0.981331332,Styrene-butadiene rubber (SBR/XSBR) latex,400211
-0.125111963,0.249606657,0.098935922,0.222622237,0.30811474,0.310492234,0.019211957,0.144845694,0.099764641,0.599706857,0.518210539,0.65845228,0.695412314,0.781568548,0.75508503,0.853591973,0.857890947,0.878197107,0.980215076,0.901078724,0.878613015,0.858462382,1.032471421,1.04615441,0.946697043,0.772946348,0.582789678,Styrene-butadiene rubber (SBR/XSBR) except latex,400219
0.389503775,0.384311995,0.443665188,0.308679707,0.437880483,0.53901366,0.480542768,0.528513727,0.664500142,0.788885559,0.832391038,0.826659024,0.8134053,0.931041781,0.759340044,0.724042449,0.792808776,1.084377494,1.040332824,1.081630852,1.075192198,1.134143634,1.359192943,1.192441798,1.146575539,1.174312791,0.91536686,Butadiene rubber (BR),400220
,,,,,,,,,,0.920436572,0.86286417,1.052342693,0.781853476,1.117411783,1.167572229,1.445890878,1.309763011,1.303805615,1.35381047,1.312213779,1.331682174,1.150663507,0.634632635,0.542423613,0.618501418,0.416918943,Isobutene-isoprene (butyl) rubber (IIR),400231
,,,,1.189572418,1.540657068,1.569829968,1.540961607,1.536317283,1.485239049,1.216941481,1.140666618,1.080095583,1.137528551,1.156595234,1.232173805,1.210278923,1.141290136,1.416483146,1.146209179,1.110456361,1.115286019,0.815384687,0.745489699,1.006843561,1.038292062,0.967647379,Halo-isobutene-isoprene rubber (CIIR/BIIR),400239
1.470955563,1.492954579,1.550093594,2.049687154,1.94056402,,,1.935142483,1.986329953,1.898491494,1.881506981,1.879374461,1.458998291,1.216023629,1.217079837,1.77781711,2.282411409,2.19530252,1.798957005,1.749254259,1.771994094,1.584552263,1.819476885,1.808367164,1.775567836,1.784150605,1.740537605,Chloroprene (chlorobutadiene) rubber (CR) except latex,400249
,,,,,,,,,,,,,,,,,1.558835609,1.660860787,1.246644057,1.30686526,1.381946988,1.397666712,1.469708777,1.480783022,1.488982564,1.560095929,"Acrylonitrile-butadiene rubber (NBR), latex",400251
,,,,,,,,,0.453799662,0.875332495,0.912303298,0.815484934,1.070429155,1.10851005,1.182987282,1.333534709,1.264805499,1.293304851,1.232239068,1.18561947,1.211918299,1.177735185,1.172313593,1.449683695,1.456812008,1.356825526,Acrylonitrile-butadiene rubber (NBR) except as latex,400259
,,,,,,,,,,,,1.042612685,0.922986197,0.874289372,0.800800118,0.803459952,0.986044368,0.704522947,0.688295135,0.561162882,0.931804533,0.996602509,1.008729488,0.950469317,0.865378854,0.387708942,Isoprene rubber (IR),400260
1.006603094,0.7773033,0.834703646,1.119793233,1.138083412,1.171554611,1.183037213,1.234860082,1.251152296,1.407962159,1.365049176,1.421330725,1.45968516,1.502730298,1.458611637,1.512906031,1.547897788,1.492757681,1.518901449,1.717367306,1.707317588,1.708470325,1.680272164,1.486464248,1.48962328,1.484315566,1.366724792,Ethylene-propylene diene rubber (EPDM),400270
,,,,,,,,,,,,,,,,,,,,,-1.09833388,-1.709367324,-1.890081716,-1.566336767,-1.871699999,-1.64529323,Mixtures of natural and synthetic rubbers,400280
0.938513757,1.168532225,1.521496286,1.355218404,1.055800726,1.545766281,1.560555171,1.363200985,1.066086399,1.072167523,0.657424983,1.002468533,1.200720827,0.828077671,0.815387918,1.113770388,1.133978771,1.07605997,1.120159409,1.087082851,1.055730485,1.017229509,1.030921568,1.454845017,1.361115778,1.140360786,1.105626474,"Other synthetic rubber or factice, except latex, from oils",400299
,1.051955459,1.166053534,1.090540259,1.06561178,1.10241685,1.095978728,0.925929882,0.995972323,0.416409267,0.583435219,0.899138659,0.853575499,0.699947776,0.756910832,0.75442047,0.500665539,0.356284482,0.414862356,0.415509536,0.775331558,0.77139416,0.598009107,0.773852216,0.951449204,0.929549032,0.977062987,"Compounded (carbon black, silica) unvulcanised rubber",400510
,,,,,,,,0.878931013,1.038296831,1.068219519,0.749224532,0.775246503,0.709989694,0.838638962,0.4562447,0.129683054,0.155027019,0.090872778,0.016395991,-0.186406966,-0.077331323,0.594931047,0.729330959,0.720062055,0.695503135,0.849000641,"Compounded unvulcanised rubber in plate, sheet, strip",400591
,,,,,0.954734725,1.047336729,0.967643285,0.441317165,0.522328764,0.418186891,0.375459483,-0.221979481,-0.073944157,-0.269040176,-1.572953276,-1.181312143,-1.348695555,-0.80868998,-0.610146275,-0.600113539,-0.289455311,0.134718381,0.41945502,0.338498702,0.0849723,0.0599467,Other compounded unvulcanised rubber in primary forms,400599
,,,,,,,,,,,,,-0.648986338,0.316304815,-0.15469942,0.002424688,-0.375009782,-0.330953803,-0.276639562,-0.228629952,-0.16121084,-0.028921905,-0.041114987,-0.014531843,0.507497477,0.629830061,Vulcanised rubber thread and cord,400700
,,,,,,,,,,0.052299416,0.216242681,0.402389774,0.468926142,0.093928796,0.128936475,0.20972711,0.109699572,0.485005595,0.630425511,0.607368979,0.573291405,0.719561085,0.677023459,0.850877463,0.6453876,0.5264896,"Plate, sheet, strip of vulcanised cellular rubber",400811
0.190276163,0.428834232,0.340655464,0.218097371,-0.050939565,-0.035207099,0.058739073,0.091630095,0.244739819,0.437163971,0.440108531,0.373585653,0.255146914,0.386523207,0.407092295,0.592054516,0.827967935,0.967420437,0.994631731,0.843359773,0.824295238,0.828761577,0.671238487,0.847090537,0.89029991,0.878858324,0.870731073,"Plate, sheet, strip of vulcanised non-cellular rubber",400821
0.473551348,0.40696478,0.365576056,0.44983331,0.739861645,0.971255564,0.667474358,,0.264319454,0.524816877,0.467578249,0.738684522,0.748454505,0.643686697,0.71653719,0.714009722,0.791715451,0.707688682,0.604033395,0.878451605,0.716532465,0.694131176,0.660883869,0.718639804,0.79210856,0.788124444,0.909754852,"Rods, profile shapes of vulcanised non-cellular rubbe",400829
0.670704498,0.603707793,0.606527028,0.72654504,0.542295505,0.305027502,,,,0.284554157,0.356550059,0.342699512,0.360422506,0.503253438,0.743642584,0.801570798,1.10498696,1.019069173,0.683002524,0.717387789,0.760519919,1.128327642,1.035331209,1.056347296,0.791109288,0.777505336,0.549655044,"Rubber tube, pipe or hose not reinforced, no fittings",400910
,,,,,,,,,0.777402434,0.633322601,0.493196248,0.452452648,0.545630245,0.548272375,0.583788529,0.623601248,0.611683708,0.585395219,0.39206195,0.422510729,0.269872175,0.541901923,0.365399533,0.383102175,0.458291078,0.3762257,"Rubber tube, pipe, hose, metal reinforced, no fitting",400920
1.089190773,0.873912521,0.903485742,0.970402108,0.947832026,1.037744485,0.875463999,0.900171181,0.815123856,0.663705432,0.703002246,0.765146547,0.905159282,0.944233232,0.860901912,0.853949455,0.887708257,0.867856001,0.841347097,0.850083534,0.915176871,0.913704604,0.918415483,0.941418117,0.897121785,0.89227875,0.691967732,"Rubber tube, pipe, hose textile-reinforced no fitting",400930
,,,,,,,,,,,,,0.816540544,0.955112968,0.804098395,0.36810372,0.673942538,0.733235063,0.575833326,0.621111324,0.612118403,0.519311088,0.502865129,0.641487982,0.562414259,0.52919467,"Rubber tube, pipe or hose, reinforced nes, no fitting",400940
0.559169178,0.609371597,0.517683318,0.66277882,1.13542819,1.197706138,1.198071249,0.968884797,0.8704688,0.931472587,0.646647556,0.372531229,0.47363773,0.543192616,0.716366762,0.754346286,0.770689282,0.750493291,1.028991569,1.053844795,0.879709781,0.743748465,0.727771668,0.561331281,0.54885315,0.689808442,0.909318709,"Rubber tube, pipe or hose with fittings",400950
0.160900949,0.359732189,0.502187741,0.321310001,0.447787216,0.601566816,0.615861552,0.578563295,0.67107529,0.693917245,0.669562906,0.47737493,0.608285265,0.705443573,0.729292626,0.714971471,0.587877999,0.517371413,0.695533493,0.685023005,0.998496149,0.989913844,0.980769573,0.91866225,0.772102319,0.74865035,0.713461634,"Transmission belts etc, rubber, trapezoidal",401010
0.381305024,0.324006562,0.171956643,0.31859746,0.404086435,0.400376976,0.469630448,0.40875445,0.394344305,0.279706403,0.315699501,0.283184523,0.313593808,0.358389313,,,,0.530847544,0.581115768,0.621721758,0.556311903,0.692536325,0.564321511,0.5380122,,,,"Conveyor belts and belting, rubber, <20cm wide",401091
0.334453092,0.3232777,0.404856661,0.4744423,0.627695193,0.728049755,0.779009471,0.577639194,0.496287065,0.625663215,0.520439578,0.513900656,0.704034204,0.758980496,0.824771041,0.831085568,0.854238488,0.724899836,0.811860883,0.674141628,0.986114422,0.975594184,0.924273678,0.972201084,0.854483737,0.834267456,0.83719248,"Conveyor, transmission belts and belting, rubber nes",401099
0.464717533,0.548980605,0.455973005,0.227654098,-0.161613545,-0.195529484,-0.017261533,0.028578042,0.065506603,0.245156512,0.15833261,0.364061575,0.167016225,0.206333442,0.378053542,0.460622545,0.602348856,0.462223405,0.472379234,0.315004349,0.267382153,0.37137488,0.315389866,0.252629468,0.33740118,0.321759484,0.328628151,Pneumatic tyres new of rubber for motor cars,401110
-0.493504252,-0.546205961,-0.498868394,-0.370445008,-0.394786699,-0.339344989,-0.251420955,-0.42531259,-0.292859074,-0.272625231,-0.485675327,-0.229984581,-0.440976381,-0.262857858,-0.233516476,0.028831451,-0.041494357,-0.085717179,-0.012428743,0.152054607,0.278390716,0.079819467,0.105362065,0.208894474,0.289549176,0.189969624,0.180733035,Pneumatic tyres new of rubber for buses or lorries,401120
,,,,,,,,,,,,,,0.633124069,0.599393902,0.624388239,0.601680917,0.302150216,0.311082315,0.705269632,1.117325295,0.599612684,0.714838776,0.538316225,0.543160702,0.147956047,Pneumatic tyres new of rubber for aircraft,401130
,,,,,,,0.121976226,0.324631062,0.594163264,0.317578839,0.319683022,0.243415336,0.581803202,0.411819725,0.371439433,0.351653389,0.234853235,-0.046629665,0.10645139,-0.037180797,-0.201453042,-0.178943384,-0.076237648,-0.093560847,0.098786912,0.094085773,Pneumatic tyres new of rubber for motorcycles,401140
,,,,,,,,,,,,,-0.678268934,-0.824945724,-1.077551277,-0.827027317,-1.12661775,-0.88377786,-0.807997928,-0.485145907,-0.500629569,-0.482640954,-0.558847765,-0.52905972,-0.54097755,-0.521237697,Pneumatic tyres new of rubber for bicycles,401150
-0.528650693,-0.440464927,-0.456654976,-0.573898156,-0.527711059,-0.345086383,-0.142413933,-0.35385089,-0.462928731,-0.546718337,-0.191973004,-0.118105876,-0.298601777,-0.133711817,0.031810225,0.084817785,0.175402877,0.071660785,0.04988631,-0.246843031,-0.268565776,-0.370592439,-0.210929162,0.076227306,0.071539128,0.169031196,0.142738604,"Pneumatic tyres new of rubber nes, herring-bone tread",401191
-1.003201343,-1.07275382,-0.950810644,-0.879918837,-0.771185804,-0.787672196,-0.864626779,-0.921780469,-0.942293127,-0.53380784,-0.311173495,-0.283161047,-0.057258599,0.174247983,0.153051126,-0.075162294,-0.101822724,0.037581918,0.018601308,-0.112966805,-0.144582199,-0.029643045,-0.21030901,-0.293053971,-0.305826859,-0.170098954,-0.013535707,Pneumatic tyres new of rubber nes,401199
,,,,,,,,,,,,,-0.375129243,-0.496031618,-0.295223104,-0.195330068,-0.061628506,0.232550801,0.025597608,-0.101939201,-0.087061622,-0.108798118,-0.097123638,0.204844788,0.335691166,0.529760963,Retreaded tyres,401210
,,,,,,,,,,,,,,-0.671367025,-0.24683778,-0.041898246,0.140242949,-0.00193848,0.031873057,0.263771345,0.063282047,-0.317438102,-0.269346912,0.148582135,0.248723175,0.425479369,Pneumatic tyres used,401220
,,,,,,,,,-0.443954968,-0.460037692,-0.15141659,-0.14151786,-0.632916424,-0.584553371,-0.39704072,0.179560606,-0.004456002,0.163555356,0.142659589,0.145813734,0.152582248,-0.058257862,-0.063870764,-0.017618095,0.138772924,0.104977406,"Solid or cushioned tyres, interchangeable treads",401290
,,,,,,,,,,,,,-0.751632273,-0.908176868,-0.866546622,-0.626740817,-0.704007601,-0.479879528,-0.602117675,-0.588744557,,,,,,,Inner tubes of rubber for motor vehicles,401310
,,,,,,,,,,,,,,,-0.338521148,-0.044032118,-0.151106385,-0.180046552,-0.152745671,-0.258247325,-0.422767299,-0.37165248,-0.460445484,-0.323935973,-0.456660179,-0.36324459,Sheath contraceptives,401410
,,,,,,,,,0.217590573,0.218055396,0.036455664,0.117337282,0.353980451,0.354602643,0.369690742,0.462867352,0.214377139,0.34686205,0.457680263,0.437989707,0.219516878,0.189009148,0.020002589,0.058579518,0.335847741,0.469960048,"Rubber hygienic, pharmacy items except contraceptives",401490
-1.12035588,-1.076119781,-1.105363939,-1.081098106,-1.040921341,-0.890543247,-0.752605819,-0.354350032,-0.637758389,-0.718896855,-1.134807632,-1.041524789,-1.184081339,-1.032584361,-0.936058144,-0.800420295,-0.525604154,-0.53482434,-0.650548005,-0.69218321,-0.76589104,-0.25032904,0.05934404,0.107149113,0.130236556,0.155927862,-0.077869558,Rubber surgical gloves,401511
-2.056871412,-2.073205967,-2.02780744,-2.34683663,-2.307812754,-2.160060173,-1.74186348,-1.586875381,-1.654037365,-2.02584712,-2.04738135,-1.990855241,-1.84537845,-1.744412137,-1.774662485,-1.883565442,-1.562847992,-1.485245639,-1.444138475,-1.148475828,-1.116112024,-1.060045572,-1.022176981,-0.647346801,-0.609252956,-0.580351253,-0.60588466,"Gloves other than surgical, of rubber",401519
,,,,,,,,,,,,,0.256226286,-0.085336706,0.126458005,0.257224033,0.385569115,0.411379502,0.29346454,0.26850025,0.290777174,0.286129799,0.305822794,0.525290062,0.505911284,0.375674899,Articles of cellular rubber,401610
,,,,,,,,,,,0.027984247,-0.034351589,0.035208726,0.065351133,-0.090986248,0.058122556,-0.182076847,0.22147899,-0.002054892,0.045356485,-0.147379584,0.132053567,0.151302441,0.443833594,0.320803708,0.345414501,"Floor coverings, mats of rubber except cellular, hard",401691
0.688191079,0.771509261,0.815992053,0.470226922,0.537885551,0.566234122,1.076242064,0.817464594,0.773335453,0.838158473,0.784496845,0.833447673,0.888611911,0.777957485,0.601722077,0.614384294,0.609893698,0.678528368,0.708101668,0.807065332,0.791446077,0.686254738,0.710810697,0.578409098,0.678058399,0.6726719,0.671286352,"Gaskets, washers and other seals of vulcanised rubber",401693
,,,,,,,,,,,,,,,,,,,,,,0.424549257,0.216930044,0.014563048,-0.072034841,-0.534217407,"Rubber articles, inflatable nes, vulcanised rubber",401695
